H;NMP;PO4;DOC;MBC;NO3;NH4;TDN;DON;MBN;MBP;AG;BG;CB;XYL;LAP;NAG;PHOS;SIR;DEA;NEA;pH;SOM;BBM_MS;ABM_MS;ABM_MF;Soil_N;Soil_C;ABM_N;ABM_C;BBM_N;BBM_C;BBM_CN;ABM_CN;St_ABM_N;St_ABM_C;St_BBM_N;St_BBM_C;NP.Mic;CP.Mic;CN.Mic;NP.min;DNP;DCP;DCN;EEC;EEN;EEP;EEA;DCN.MicCN;DCP.MicCP;DNP.MicNP;logCN.Mic;logNO3;logNH4;logDON;MF_Mic_mean;Ascomycota;Basidiomycota;Blastocladiomycota;Chytridiomycota;Mucoromycota;Olpidiomycota;Zoopagomycota;Unknown.x;Fungi_shannon;Fungi_Richness;Acidobacteria;Actinobacteria;Armatimonadetes;Bacteroidetes;Chlamydiae;Chloroflexi;Cyanobacteria;Deinococcus-Thermus;Elusimicrobia;Firmicutes;Fusobacteria;Gemmatimonadetes;Ignavibacteriae;Nitrospirae;Planctomycetes;Proteobacteria;Spirochaetes;Tenericutes;Verrucomicrobia;Unknown.y;GP;GN;GPGN;Bact_shannon;Bact_Richness
g-water/g-fresh.soil;µgN/g dry soil /j;µgP/g dry soil;µgC/g dry soil;µgC/g dry soil;µgN-NO3/g dry soil;µgN-NH4/g dry soil;µgN/g dry soil;µgN/g dry soil;µgN/g dry soil;µgP/g dry soil;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;µg C-CO2/g dry soil/h;µg N-N2O/g dry soil/h;µg N-NO2-+NO3-/g dry soil/h;;%;g;g;g;%;%;%;%;%;%;unitless;unitless;g-N;g-C;g-N;g-C;unitless;unitless;unitless;unitless;unitless;unitless;unitless;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;nmols / g dry soil / h;;unitless;unitless;-;-;-;-;unitless;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;uniteless;number of OTU;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;relative abundance;;unitless;number of OTU
